,date,name,budget,domesticgross,worldwidegross
685,7/2/2014,Earth to Echo,"$13,000,000","$38,934,842","$42,174,545"
686,3/1/2013,21 and Over,"$13,000,000","$25,682,380","$42,195,766"
687,4/10/2015,Ex Machina,"$13,000,000","$25,440,971","$38,976,797"
688,3/11/2016,Eye in the Sky,"$13,000,000","$18,704,596","$34,916,128"
689,3/22/2013,Admission,"$13,000,000","$18,007,317","$18,733,666"
690,10/16/2015,Room,"$13,000,000","$14,677,674","$36,262,783"
691,10/16/2015,Woodlawn,"$13,000,000","$14,394,097","$14,403,703"
692,7/24/2015,The Vatican Tapes,"$13,000,000","$1,784,763","$14,999,638"
693,8/14/2015,Brothers,"$13,000,000","$656,688","$17,856,688"
694,3/15/2013,The Call,"$12,800,000","$51,872,378","$69,821,476"
695,8/5/2016,Operation Chromite,"$12,700,000","$1,022,720","$49,196,532"
696,9/12/2014,The Drop,"$12,600,000","$10,724,389","$19,054,534"
697,3/1/2013,Ernest et Celestine,"$12,500,000","$292,562","$9,376,444"
698,6/6/2014,The Fault in Our Stars,"$12,000,000","$124,872,350","$307,166,834"
699,4/16/2014,Heaven is for Real,"$12,000,000","$91,386,097","$100,919,111"
700,11/10/2017,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$54,513,740","$154,167,354"
701,11/25/2016,Lion,"$12,000,000","$51,739,495","$147,539,495"
702,5/4/2018,Overboard,"$12,000,000","$47,557,579","$80,627,579"
703,11/22/2013,Philomena,"$12,000,000","$37,709,979","$98,963,392"
704,7/24/2015,Paper Towns,"$12,000,000","$32,000,304","$85,512,300"
705,8/12/2016,Hell or High Water,"$12,000,000","$27,007,844","$37,584,304"
706,12/12/2014,Top Five,"$12,000,000","$25,317,379","$25,514,848"
707,1/30/2015,Project Almanac,"$12,000,000","$22,348,241","$32,909,437"
708,11/15/2013,Nebraska,"$12,000,000","$17,654,912","$24,761,360"
709,11/1/2013,About Time,"$12,000,000","$15,323,921","$89,309,178"
710,7/14/2017,Wish Upon,"$12,000,000","$14,301,505","$23,477,345"
711,4/21/2017,Unforgettable,"$12,000,000","$11,368,012","$16,237,738"
712,10/13/2017,Marshall,"$12,000,000","$10,051,659","$10,111,433"
713,11/15/2013,La grande bellezza,"$12,000,000","$2,883,879","$29,549,145"
714,3/1/2013,Stoker,"$12,000,000","$1,703,125","$12,034,913"
715,10/9/2015,Trash,"$12,000,000","$17,484","$6,553,186"
716,11/11/2015,10 Days in a Madhouse,"$12,000,000","$14,616","$14,616"
717,10/19/2013,Supesu Batorushippu Yamato,"$12,000,000",$0,$0
718,10/3/2014,Drive Hard,"$12,000,000",$0,$0
719,10/30/2015,Dancin' It's On,"$12,000,000",$0,$0
720,12/31/2015,San cheng ji,"$12,000,000",$0,$0
721,9/23/2016,The Dressmaker,"$11,900,000","$2,022,115","$24,041,617"
722,11/20/2015,Carol,"$11,800,000","$12,711,491","$43,143,595"
723,1/22/2016,Dirty Grandpa,"$11,500,000","$35,593,113","$105,241,410"
724,8/22/2014,If I Stay,"$11,000,000","$50,474,843","$78,356,170"
725,11/4/2015,Brooklyn,"$11,000,000","$38,322,743","$62,076,141"
726,4/1/2015,Woman in Gold,"$11,000,000","$33,307,793","$56,991,059"
727,12/8/2017,"I, Tonya","$11,000,000","$30,014,534","$46,406,819"
728,1/11/2013,Quartet,"$11,000,000","$18,388,357","$56,178,935"
729,12/6/2013,Inside Llewyn Davis,"$11,000,000","$13,248,209","$32,943,247"
730,5/8/2015,La famille BÃ©lier,"$11,000,000",$0,"$82,438,670"
731,2/5/2016,Misconduct,"$11,000,000",$0,"$2,352,511"
732,12/6/2013,The Last Days on Mars,"$10,600,000","$24,084","$261,364"
733,8/26/2016,Donât Breathe,"$10,000,000","$89,217,875","$159,047,649"
734,7/1/2016,The Purge: Election Year,"$10,000,000","$79,042,440","$118,557,124"
735,5/18/2018,Book Club,"$10,000,000","$56,874,124","$61,609,635"
736,6/5/2015,Insidious Chapter 3,"$10,000,000","$52,218,558","$120,678,444"
737,11/3/2017,Lady Bird,"$10,000,000","$48,958,273","$77,057,552"
738,3/16/2018,"Love, Simon","$10,000,000","$40,823,927","$57,220,846"
739,10/27/2017,Jigsaw,"$10,000,000","$38,052,832","$102,630,330"
740,1/22/2016,The Boy,"$10,000,000","$35,819,556","$68,220,952"
741,5/19/2017,"Everything, Everything","$10,000,000","$34,121,140","$61,621,140"
742,3/6/2015,The Second Best Exotic Marigold Hotel,"$10,000,000","$33,078,266","$90,384,306"
743,4/28/2017,How to Be a Latin Lover,"$10,000,000","$32,149,404","$62,556,228"
744,9/9/2016,When the Bough Breaks,"$10,000,000","$29,747,603","$30,768,449"
745,8/30/2013,One Direction: This is Us,"$10,000,000","$28,873,374","$68,541,786"
746,8/21/2015,Sinister 2,"$10,000,000","$27,740,955","$54,104,225"
747,1/8/2016,The Forest,"$10,000,000","$26,594,261","$40,579,218"
748,10/14/2016,Kevin Hart: What Now?,"$10,000,000","$23,591,043","$23,591,043"
749,4/26/2013,Mud,"$10,000,000","$21,590,086","$31,556,959"
750,9/16/2016,Blair Witch,"$10,000,000","$20,777,061","$37,493,221"
751,10/23/2015,Paranormal Activity: The Ghost Dimension,"$10,000,000","$18,297,124","$78,096,553"
752,10/7/2016,The Birth of a Nation,"$10,000,000","$15,861,566","$16,847,879"
753,12/25/2014,Big Eyes,"$10,000,000","$14,482,031","$27,317,872"
754,6/8/2018,Hereditary,"$10,000,000","$13,030,000","$16,530,000"
755,1/25/2013,Movie 43,"$10,000,000","$8,840,453","$31,164,747"
756,3/14/2014,Bad Words,"$10,000,000","$7,779,614","$7,843,145"
757,3/27/2015,While We're Young,"$10,000,000","$7,582,065","$13,423,176"
758,11/11/2016,Shut In,"$10,000,000","$6,900,335","$11,361,962"
759,3/20/2015,Danny Collins,"$10,000,000","$5,637,066","$7,501,132"
760,3/30/2016,Everybody Wants Some,"$10,000,000","$3,400,278","$5,437,126"
761,11/14/2014,Rosewater,"$10,000,000","$3,128,941","$3,168,858"
762,5/3/2013,The Iceman,"$10,000,000","$1,930,282","$3,623,609"
763,4/21/2017,Free Fire,"$10,000,000","$1,799,322","$3,793,739"
764,3/21/2014,50 to 1,"$10,000,000","$1,069,454","$1,069,454"
765,10/4/2013,Parkland,"$10,000,000","$641,439","$1,616,353"
766,5/3/2013,"Cinco de Mayo, La Batalla","$10,000,000","$173,472","$173,472"
767,9/9/2016,Kicks,"$10,000,000","$150,191","$150,191"
768,11/7/2014,Elsa & Fred,"$10,000,000","$67,657","$109,144"
769,7/10/2015,Strangerland,"$10,000,000","$17,472","$161,097"
770,3/13/2015,Hross i oss,"$10,000,000","$11,894","$11,894"
771,12/26/2014,Barbecue,"$10,000,000",$388,"$173,613"
772,9/26/2014,Plastic,"$10,000,000",$0,"$552,641"
773,3/10/2015,Jungle Shuffle,"$10,000,000",$0,"$314,073"
774,2/7/2014,Nurse 3D,"$10,000,000",$0,$0
775,5/19/2015,Into the Grizzly Maze,"$10,000,000",$0,$0
776,7/21/2015,American Heist,"$10,000,000",$0,$0
777,12/31/2013,Re-Kill,"$9,500,000",$0,$0
778,7/18/2014,The Purge: Anarchy,"$9,000,000","$71,562,550","$111,534,881"
779,10/21/2016,Ouija: Origin of Evil,"$9,000,000","$35,144,505","$81,831,866"
780,1/30/2015,Black or White,"$9,000,000","$21,571,189","$21,571,189"
781,11/18/2016,The Edge of Seventeen,"$9,000,000","$14,431,633","$18,802,255"
782,12/2/2016,Jackie,"$9,000,000","$13,960,394","$25,969,736"
783,11/4/2016,Loving,"$9,000,000","$7,710,234","$12,927,162"
784,8/26/2016,Greater,"$9,000,000","$2,000,093","$2,000,093"
785,5/6/2016,Dheepan,"$9,000,000","$248,795","$7,714,549"
786,5/8/2015,Skin Trade,"$9,000,000","$1,242","$1,242"
787,6/17/2014,Beneath Hill 60,"$9,000,000",$0,"$3,440,939"
788,1/20/2015,Veronika Decides to Die,"$9,000,000",$0,"$2,243"
789,2/1/2013,A Haunting in Connecticut 2: The Ghosts of Georgia,"$9,000,000",$0,$0
790,11/13/2015,Heist,"$8,900,000","$50,136","$3,324,184"
791,11/18/2016,Manchester by the Sea,"$8,500,000","$47,695,371","$77,761,947"
792,2/20/2015,The DUFF,"$8,500,000","$34,030,343","$43,528,634"
793,10/31/2014,Nightcrawler,"$8,500,000","$32,381,218","$50,334,418"
794,9/27/2013,Baggage Claim,"$8,500,000","$21,569,509","$22,885,836"
795,10/7/2016,Middle School: The Worst Years of My Life,"$8,500,000","$20,007,149","$23,311,425"
796,10/18/2013,All is Lost,"$8,500,000","$6,263,670","$10,386,814"
797,6/13/2014,The Rover,"$8,500,000","$1,109,199","$3,180,252"
798,12/31/2017,ÐÐÐ¡ÐÐÐÐÐÐ ÐÐÐÐÐ¢Ð«Ð Ð¬,"$8,500,000",$0,"$30,431,962"
799,5/31/2013,Yeh Jawaani Hai Deewani,"$8,300,000","$3,827,466","$50,827,466"
800,1/31/2014,That Awkward Moment,"$8,000,000","$26,068,955","$53,068,955"
801,9/18/2013,Enough Said,"$8,000,000","$17,550,872","$25,621,449"
802,6/27/2014,Begin Again,"$8,000,000","$16,170,632","$68,838,736"
803,6/12/2015,Me and Earl and the Dying Girl,"$8,000,000","$6,758,416","$9,266,180"
804,9/2/2016,Morgan,"$8,000,000","$3,915,251","$7,298,786"
805,12/30/2015,Anomalisa,"$8,000,000","$3,759,286","$5,538,273"
806,11/18/2016,A Street Cat Named Bob,"$8,000,000","$82,703","$8,370,555"
807,5/22/2015,Aloft,"$8,000,000","$53,086","$53,086"
808,9/20/2013,Feichang Xingyun,"$8,000,000",$0,"$21,970,000"
809,9/29/2017,"Don Gato, el inicio de la pandilla","$8,000,000",$0,"$4,598,934"
810,8/12/2014,Swelter,"$8,000,000",$0,"$44,197"
811,2/24/2015,Green Street Hooligans: Underground,"$8,000,000",$0,$0
812,12/31/2015,Henry Joseph Church,"$8,000,000",$0,$0
813,5/6/2016,Code of Honor,"$8,000,000",$0,$0
814,4/24/2018,Backstabbing For Beginners,"$8,000,000",$0,$0
815,4/14/2015,Loin des hommes,"$7,700,000","$5,336","$1,080,428"
816,6/24/2016,The Neon Demon,"$7,500,000","$1,333,124","$3,559,803"
817,4/13/2018,Borg vs McEnroe,"$7,500,000","$231,346","$3,086,175"
818,1/9/2015,Black November,"$7,500,000",$0,"$32,572"
819,2/24/2015,Outside Bet,"$7,500,000",$0,"$13,524"
820,5/15/2015,Pound of Flesh,"$7,500,000",$0,$0
821,1/13/2017,The Bye Bye Man,"$7,400,000","$22,395,806","$25,863,405"
822,3/16/2018,I Can Only Imagine,"$7,000,000","$83,196,367","$84,682,252"
823,6/19/2015,Dope,"$7,000,000","$17,506,470","$18,190,831"
824,1/17/2014,Devil's Due,"$7,000,000","$15,821,461","$36,146,087"
825,11/14/2014,Beyond the Lights,"$7,000,000","$14,618,727","$14,618,727"
826,11/15/2013,The Christmas Candle,"$7,000,000","$1,632,000","$1,933,829"
827,10/2/2015,Freeheld,"$7,000,000","$546,201","$1,732,228"
828,4/2/2014,Dom Hemingway,"$7,000,000","$523,511","$1,857,458"
829,1/30/2015,Trudno byt bogom,"$7,000,000","$31,443","$35,919"
830,1/28/2014,Snezhnaya koroleva,"$7,000,000",$0,"$15,206,330"
831,12/6/2016,Oddball,"$7,000,000",$0,"$10,237,229"
832,8/18/2015,Z Storm,"$7,000,000",$0,"$2,053,330"
833,12/31/2015,ÐÐÐ ÐÐ,"$7,000,000",$0,"$1,391,410"
834,7/23/2013,Twixt,"$7,000,000",$0,"$1,268,346"
835,11/20/2015,Criminal Activities,"$7,000,000",$0,"$386,744"
836,9/1/2015,Alpha & Omega: The Legend of the Saw Tooth Cave,"$7,000,000",$0,$0
837,1/31/2017,Two Lovers and a Bear,"$6,840,000",$0,"$22,273"
838,10/3/2014,Annabelle,"$6,500,000","$84,273,813","$256,862,920"
839,5/31/2013,The East,"$6,500,000","$2,274,649","$3,027,956"
840,5/11/2018,Breaking In,"$6,000,000","$43,987,185","$46,487,185"
841,7/18/2014,Wish I Was Here,"$6,000,000","$3,591,299","$6,591,365"
842,3/14/2014,Veronica Mars,"$6,000,000","$3,322,127","$3,485,383"
843,1/23/2015,Song One,"$6,000,000","$32,251","$437,089"
844,9/27/2013,Don Jon,"$5,500,000","$24,477,704","$41,268,579"
845,1/23/2015,R100,"$5,500,000","$24,956","$24,956"
846,5/5/2015,Miss Julie,"$5,500,000",$0,"$863,895"
847,2/26/2013,Tao Jie,"$5,400,000",$0,"$4,728,896"
848,7/19/2013,Grabbers,"$5,300,000",$0,"$440,821"
849,10/11/2013,La Vie d'AdÃ¨le â Chapitres 1 & 2,"$5,250,000","$2,450,504","$22,934,370"
850,2/24/2017,Get Out,"$5,000,000","$176,040,665","$255,209,057"
851,1/20/2017,Split,"$5,000,000","$138,141,585","$278,449,984"
852,9/13/2013,Insidious Chapter 2,"$5,000,000","$83,586,447","$161,921,515"
853,3/11/2016,10 Cloverfield Lane,"$5,000,000","$72,082,999","$108,286,422"
854,7/22/2016,Lights Out,"$5,000,000","$67,268,835","$148,868,835"
855,9/11/2015,The Visit,"$5,000,000","$65,206,105","$98,689,296"
856,10/13/2017,Happy Death Day,"$5,000,000","$55,683,845","$124,967,272"
857,10/24/2014,Ouija,"$5,000,000","$50,856,010","$103,683,342"
858,8/30/2013,No se Aceptan Devoluciones,"$5,000,000","$44,467,206","$100,486,616"
859,8/7/2015,The Gift,"$5,000,000","$43,787,265","$58,978,653"
860,6/23/2017,The Big Sick,"$5,000,000","$42,872,467","$53,005,448"
861,1/3/2014,Paranormal Activity: The Marked Ones,"$5,000,000","$32,462,372","$87,251,115"
862,4/11/2014,Oculus,"$5,000,000","$27,695,246","$44,115,496"
863,11/1/2013,Dallas Buyers Club,"$5,000,000","$27,298,285","$60,611,845"
864,8/26/2015,No Escape,"$5,000,000","$27,288,872","$42,844,516"
865,2/27/2015,The Lazarus Effect,"$5,000,000","$25,801,570","$35,341,814"
866,7/5/2013,The Way Way Back,"$5,000,000","$21,502,690","$26,853,810"
867,8/29/2014,"As Above, So Below","$5,000,000","$21,222,315","$41,824,066"
868,4/1/2016,Godâs Not Dead 2,"$5,000,000","$20,773,069","$23,562,057"
869,2/19/2016,Race,"$5,000,000","$19,115,191","$22,178,125"
870,1/16/2015,Still Alice,"$5,000,000","$18,656,400","$41,699,612"
871,3/23/2018,"Paul, Apostle of Christ","$5,000,000","$17,547,999","$23,194,175"
872,10/10/2014,Addicted,"$5,000,000","$17,390,770","$17,499,242"
873,3/15/2013,Spring Breakers,"$5,000,000","$14,124,286","$31,149,251"
874,6/9/2017,It Comes at Night,"$5,000,000","$13,985,117","$19,720,203"
875,7/15/2016,Hillaryâs America: The Secret History of the Democratic Party,"$5,000,000","$13,099,931","$13,099,931"
876,1/29/2016,Fifty Shades of Black,"$5,000,000","$11,686,940","$21,152,319"
877,5/9/2014,Momsâ Night Out,"$5,000,000","$10,429,707","$10,537,341"
878,3/17/2017,The Belko Experiment,"$5,000,000","$10,166,820","$10,753,399"
879,3/11/2016,The Perfect Match,"$5,000,000","$9,669,521","$9,669,521"
880,9/11/2015,90 Minutes in Heaven,"$5,000,000","$4,816,142","$4,816,142"
881,12/2/2016,Incarnate,"$5,000,000","$4,799,774","$7,041,835"
882,3/3/2017,Table 19,"$5,000,000","$3,614,896","$4,620,399"
883,4/15/2016,Green Room,"$5,000,000","$3,220,371","$3,807,503"
884,10/10/2014,Kill the Messenger,"$5,000,000","$2,450,846","$6,656,705"
885,10/23/2015,Jem and the Holograms,"$5,000,000","$2,184,640","$2,368,937"
886,12/28/2016,Paterson,"$5,000,000","$2,141,423","$10,762,654"
887,9/12/2014,Atlas Shrugged: Who Is John Galt?,"$5,000,000","$851,690","$851,690"
888,8/16/2013,Ain't Them Bodies Saints,"$5,000,000","$391,611","$1,075,009"
889,9/26/2014,Jimi: All is By My Side,"$5,000,000","$340,911","$927,074"
890,8/7/2015,Cop Car,"$5,000,000","$134,552","$143,658"
891,10/17/2014,Rudderless,"$5,000,000","$56,001","$567,219"
892,5/15/2015,Area 51,"$5,000,000","$7,556","$7,556"
893,9/2/2016,Yoga Hosers,"$5,000,000",$0,"$2,199"
894,8/18/2014,Henry & Me,"$5,000,000",$0,$0
895,1/27/2015,Born of War,"$5,000,000",$0,$0
896,12/5/2014,Dying of the Light,"$5,000,000",$0,$0
897,1/9/2015,Let's Kill Ward's Wife,"$5,000,000",$0,$0
898,1/13/2015,Capricorn One,"$5,000,000",$0,$0
899,12/31/2015,Aztec Warrior,"$5,000,000",$0,$0
900,9/25/2015,Navy SEAL vs. Zombies,"$5,000,000",$0,$0
901,3/15/2016,The Hatching,"$5,000,000",$0,$0
902,10/27/2015,Running Forever,"$5,000,000",$0,$0
903,1/23/2015,Mommy,"$4,900,000","$3,498,695","$17,554,183"
904,7/19/2013,Only God Forgives,"$4,800,000","$775,849","$4,494,560"
905,3/10/2015,Treading Water,"$4,700,000",$0,$0
906,3/25/2016,The Lobster,"$4,500,000","$9,196,278","$18,050,296"
907,5/8/2015,Maggie,"$4,500,000","$187,112","$597,989"
908,3/1/2013,The Sweeney,"$4,500,000","$26,345","$8,000,366"
909,9/4/2014,Falcon Rising,"$4,500,000","$11,774","$11,774"
910,6/25/2013,Hansel & Gretel Get Baked,"$4,500,000",$0,$0
911,11/7/2014,Fugly,"$4,500,000",$0,$0
912,8/28/2015,Zipper,"$4,500,000",$0,$0
913,12/1/2017,Daisy Winters,"$4,500,000",$0,$0
914,12/31/2016,Airlift (2016),"$4,400,000",$0,"$9,969,237"
915,9/29/2015,R.L. Stine's Monsterville: The Cabinet of Souls,"$4,400,000",$0,$0
916,6/6/2014,Anna,"$4,357,373",$0,"$1,200,000"
917,1/23/2015,The Boy Next Door,"$4,000,000","$36,006,065","$53,401,938"
918,7/11/2014,Boyhood,"$4,000,000","$25,379,975","$57,273,049"
919,4/18/2014,A Haunted House 2,"$4,000,000","$17,329,487","$21,206,861"
920,3/1/2013,The Last Exorcism Part II,"$4,000,000","$15,179,303","$25,448,707"
921,5/13/2016,The Darkness,"$4,000,000","$10,753,574","$10,898,293"
922,6/13/2014,The Signal,"$4,000,000","$600,896","$2,665,322"
923,3/7/2014,The Face of Love,"$4,000,000","$385,069","$1,158,877"
924,4/11/2014,Joe,"$4,000,000","$373,375","$373,375"
925,8/25/2017,Polina danser sa vie,"$4,000,000","$165,203","$212,723"
926,4/10/2015,Desert Dancer,"$4,000,000","$155,271","$324,218"
927,1/30/2015,"Guten Tag, Ramon","$4,000,000","$154,356","$4,854,356"
928,6/19/2015,Manglehorn,"$4,000,000","$132,270","$797,439"
929,2/27/2015,Praia do Futuro,"$4,000,000","$20,620","$760,678"
930,2/22/2013,Inescapable,"$4,000,000","$4,327","$4,327"
931,12/31/2017,Perfectos Desconocidos,"$4,000,000",$0,"$26,337,196"
932,12/31/2013,Geograf globus propil,"$4,000,000",$0,"$4,454,853"
933,12/31/2015,The Veil,"$4,000,000",$0,$0
934,7/11/2014,The Perfect Wave,"$4,000,000",$0,$0
935,9/8/2015,Chain of Command,"$4,000,000",$0,$0
936,3/10/2017,Raw,"$3,800,000","$514,870","$3,331,007"
937,12/31/2018,Hevi reissu,"$3,800,000",$0,$0
938,4/13/2018,Truth or Dare,"$3,500,000","$40,717,020","$87,517,020"
939,2/19/2016,The Witch,"$3,500,000","$25,138,705","$40,454,520"
940,2/2/2018,Winchester,"$3,500,000","$25,091,816","$38,690,848"
941,2/22/2013,Dark Skies,"$3,500,000","$17,418,667","$27,704,111"
942,1/19/2018,Forever My Girl,"$3,500,000","$16,376,066","$16,376,066"
943,3/18/2016,The Bronze,"$3,500,000","$615,816","$615,816"
944,1/8/2016,The Masked Saint,"$3,500,000","$182,695","$182,695"
945,6/3/2016,Time to Choose,"$3,500,000","$29,233","$29,233"
946,1/29/2013,"Batman: The Dark Knight Returns, Part 2","$3,500,000",$0,$0
947,3/11/2014,In the Name of the King III,"$3,500,000",$0,$0
948,3/4/2014,Wicked Blood,"$3,500,000",$0,$0
949,6/5/2015,Dawn Patrol,"$3,500,000",$0,$0
950,5/17/2013,Jagten,"$3,450,000","$687,185","$18,309,793"
951,9/1/2015,Lords of London,"$3,440,000",$0,$0
952,3/3/2015,To Write Love On Her Arms,"$3,400,000",$0,$0
953,10/10/2014,Whiplash,"$3,300,000","$13,092,006","$33,474,334"
954,1/20/2015,The Opposite Sex,"$3,300,000",$0,"$40,262"
955,4/22/2016,The Meddler,"$3,200,000","$4,267,219","$5,526,942"
956,4/12/2013,Antiviral,"$3,100,000",$0,"$123,407"
957,8/28/2015,War Room,"$3,000,000","$67,790,117","$73,975,239"
958,6/7/2013,The Purge,"$3,000,000","$64,473,115","$91,266,581"
959,5/24/2013,Before Midnight,"$3,000,000","$8,110,621","$23,251,930"
960,7/22/2016,Donât Think Twice,"$3,000,000","$4,417,983","$4,417,983"
961,6/24/2016,Swiss Army Man,"$3,000,000","$4,210,454","$5,837,111"
962,5/17/2013,Frances Ha,"$3,000,000","$4,067,398","$11,262,769"
963,4/22/2016,Compadres,"$3,000,000","$3,127,773","$7,445,044"
964,9/19/2014,Tusk,"$3,000,000","$1,821,983","$1,857,688"
965,8/15/2014,Fort McCoy,"$3,000,000","$78,948","$78,948"
966,9/4/2015,Before We Go,"$3,000,000","$37,151","$483,938"
967,10/10/2017,Demonic,"$3,000,000",$0,"$4,668,109"
968,6/27/2014,They Came Together,"$3,000,000",$0,"$82,780"
969,5/21/2013,Open Road,"$3,000,000",$0,"$47,469"
970,12/31/2015,AWOL-72,"$3,000,000",$0,$0
971,1/15/2013,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,"$3,000,000",$0,$0
972,2/6/2015,Enter the Dangerous Mind,"$3,000,000",$0,$0
973,3/17/2015,Something Wicked,"$3,000,000",$0,$0
974,7/8/2014,Point Blank,"$3,000,000",$0,$0
975,10/27/2014,Iguana,"$3,000,000",$0,$0
976,8/14/2015,Amnesiac,"$3,000,000",$0,$0
977,12/31/2015,Unnatural,"$3,000,000",$0,$0
978,12/11/2015,Close Range,"$3,000,000",$0,$0
979,12/31/2015,Sardaar Ji,"$2,700,000",$0,"$8,200,000"
980,5/2/2014,Ida,"$2,600,000","$3,827,060","$15,298,355"
981,1/11/2013,A Haunted House,"$2,500,000","$40,041,683","$59,922,558"
982,7/3/2013,Kevin Hart: Let Me Explain,"$2,500,000","$32,244,051","$32,327,255"
983,8/2/2013,The Spectacular Now,"$2,500,000","$6,852,971","$6,916,951"
984,6/24/2016,Hunt for the Wilderpeople,"$2,500,000","$5,205,471","$23,238,220"
985,3/1/2013,The Lost Medallion: The Adventures of Billy Stone,"$2,500,000","$549,632","$549,632"
986,8/16/2013,Underdogs,"$2,500,000","$35,017","$35,017"
987,6/21/2013,Alien Uprising,"$2,500,000",$0,$0
988,7/3/2015,Stung,"$2,500,000",$0,$0
989,9/1/2017,Sky Sharks,"$2,500,000",$0,$0
990,10/13/2015,8 Days,"$2,500,000",$0,$0
991,9/2/2016,Antibirth,"$2,500,000",$0,$0
992,2/2/2016,The Rise of the Krays,"$2,500,000",$0,$0
993,11/14/2014,Always Woodstock,"$2,400,000",$0,$0
994,3/20/2015,Do You Believe?,"$2,300,000","$12,985,600","$14,305,450"
995,9/5/2014,Frontera,"$2,300,000","$59,696","$59,696"
996,4/15/2015,The Toxic Avenger Part II,"$2,300,000",$0,$0
997,1/19/2016,Eden,"$2,300,000",$0,$0
998,10/16/2016,Mi America,"$2,100,000","$3,330","$3,330"
999,10/6/2015,The Timber,"$2,100,000",$0,$0
1000,1/19/2016,Sharkskin,"$2,100,000",$0,$0
1001,3/13/2015,It Follows,"$2,000,000","$14,674,077","$23,250,755"
1002,10/10/2014,Meet the Mormons,"$2,000,000","$6,047,363","$6,049,171"
1003,8/25/2017,All Saints,"$2,000,000","$5,802,208","$5,941,994"
1004,8/28/2015,We Are Your Friends,"$2,000,000","$3,591,417","$10,166,209"
1005,9/18/2015,Captive,"$2,000,000","$2,583,301","$2,791,973"
1006,1/20/2017,The Resurrection of Gavin Stone,"$2,000,000","$2,303,792","$2,303,792"
1007,8/7/2015,The Diary of a Teenage Girl,"$2,000,000","$1,477,002","$2,279,959"
1008,11/28/2014,The Babadook,"$2,000,000","$950,792","$7,482,387"
1009,2/13/2015,The Last Five Years,"$2,000,000","$147,299","$147,299"
1010,9/19/2014,Pump,"$2,000,000","$72,277","$72,277"
1011,4/7/2015,Lost River,"$2,000,000","$45,431","$73,806"
1012,2/3/2017,Growing up Smith,"$2,000,000","$35,312","$35,312"
1013,9/13/2013,Plush,"$2,000,000","$3,080","$28,864"
1014,10/23/2015,Bone Tomahawk,"$2,000,000",$0,"$481,525"
1015,4/1/2013,Stitches,"$2,000,000",$0,"$63,555"
1016,12/31/2015,"To Be Frank, Sinatra at 100","$2,000,000",$0,$926
1017,3/17/2015,The Lady from Shanghai,"$2,000,000",$0,$0
1018,3/19/2013,Straight A's,"$2,000,000",$0,$0
1019,2/8/2013,Small Apartments,"$2,000,000",$0,$0
1020,7/9/2013,Coffee Town,"$2,000,000",$0,$0
1021,12/31/2014,Lucky Dog,"$2,000,000",$0,$0
1022,9/9/2014,A Funny Thing Happened on the Way to the Forum,"$2,000,000",$0,$0
1023,3/20/2015,The Walking Deceased,"$2,000,000",$0,$0
1024,8/21/2015,The Curse of Downers Grove,"$2,000,000",$0,$0
1025,12/31/2015,Wind Walkers,"$2,000,000",$0,$0
1026,7/8/2016,The Dog Lover,"$2,000,000",$0,$0
1027,12/1/2015,Shark Lake,"$2,000,000",$0,$0
1028,4/21/2015,The Marine 4,"$1,950,000",$0,$0
1029,4/24/2015,Brotherly Love,"$1,900,000","$478,595","$478,595"
1030,2/8/2013,ABCD (Any Body Can Dance),"$1,900,000","$222,098","$10,137,234"
1031,7/26/2013,Stranded,"$1,900,000",$0,"$285,593"
1032,12/31/2015,Vaalu,"$1,900,000",$0,"$12,444"
1033,12/31/2013,Independence Daysaster,"$1,800,000",$0,$0
1034,3/11/2014,Against the Wild,"$1,800,000",$0,$0
1035,10/20/2015,Beginners Guide to Sex,"$1,800,000",$0,$0
1036,12/31/2013,Living Dark: The Story of Ted the Caver,"$1,750,000",$0,$0
1037,2/28/2014,The Lunchbox,"$1,700,000","$4,231,500","$12,231,500"
1038,10/4/2013,Grace Unplugged,"$1,700,000","$2,507,159","$2,507,159"
1039,12/18/2015,Saul fia,"$1,700,000","$1,777,043","$9,696,537"
1040,9/26/2014,Two Night Stand,"$1,600,000","$15,600","$868,081"
1041,10/21/2016,Moonlight,"$1,500,000","$27,854,931","$65,330,558"
1042,7/26/2013,The To Do List,"$1,500,000","$3,491,669","$4,128,828"
1043,2/1/2013,The Gatekeepers,"$1,500,000","$2,408,553","$2,592,308"
1044,10/21/2016,Iâm Not Ashamed,"$1,500,000","$2,082,980","$2,082,980"
1045,4/19/2013,The Lords of Salem,"$1,500,000","$1,165,881","$1,541,131"
1046,4/22/2016,Unsullied,"$1,500,000","$510,957","$510,957"
1047,3/6/2015,Road Hard,"$1,500,000","$113,169","$113,169"
1048,9/28/2015,"Me, You and Five Bucks","$1,500,000","$2,105","$2,105"
1049,10/17/2014,Housebound,"$1,500,000",$0,"$236,863"
1050,4/17/2014,Closer to the Moon,"$1,500,000",$0,"$5,396"
1051,11/11/2014,Once Upon a Time in Queens,"$1,500,000",$0,$0
1052,2/13/2015,Girlhouse,"$1,500,000",$0,$0
1053,5/26/2015,Mutant World,"$1,500,000",$0,$0
1054,11/20/2015,#Horror,"$1,500,000",$0,$0
1055,9/8/2015,Checkmate,"$1,500,000",$0,$0
1056,10/3/2014,La chambre bleue,"$1,400,000","$260,441","$1,945,420"
